,Subject,Condition,Correct,ReactionTime
0,1,Medium,1,756
1,1,Hard,1,756
2,1,Easy,1,757
3,1,Easy,1,758
4,1,Medium,0,759
5,1,Medium,1,764
6,1,Hard,1,767
7,1,Medium,1,769
8,1,Easy,1,818
9,1,Easy,1,825
10,1,Easy,1,825
11,1,Medium,1,830
12,1,Easy,0,831
13,1,Easy,1,832
14,1,Medium,0,834
15,1,Hard,1,861
16,1,Easy,1,864
17,1,Easy,1,864
18,1,Hard,1,866
19,1,Medium,1,867
20,1,Easy,0,869
21,1,Medium,1,870
22,1,Medium,1,873
23,1,Medium,1,876
24,1,Hard,1,877
25,1,Medium,1,883
26,1,Medium,1,885
27,1,Medium,1,887
28,1,Hard,1,887
29,1,Medium,1,893
30,1,Easy,0,895
31,1,Hard,1,896
32,1,Easy,0,898
33,1,Hard,1,902
34,1,Hard,0,903
35,1,Medium,1,905
36,1,Easy,0,908
37,1,Medium,1,911
38,1,Easy,1,912
39,1,Medium,0,912
40,1,Medium,0,914
41,1,Easy,1,917
42,1,Medium,1,921
43,1,Easy,0,921
44,1,Hard,1,921
45,1,Easy,0,921
46,1,Hard,1,922
47,1,Easy,1,923
48,1,Hard,0,923
49,1,Medium,0,925
50,1,Easy,1,926
51,1,Easy,1,926
52,1,Hard,1,926
53,1,Easy,0,928
54,1,Hard,0,930
55,1,Hard,0,931
56,1,Medium,1,932
57,1,Hard,1,933
58,1,Easy,1,933
59,1,Hard,0,934
60,1,Medium,0,935
61,1,Easy,1,936
62,1,Medium,1,950
63,1,Medium,1,951
64,1,Hard,0,951
65,1,Easy,1,958
66,1,Medium,1,959
67,1,Easy,1,961
68,1,Easy,1,961
69,1,Medium,1,963
70,1,Easy,1,964
71,1,Easy,0,968
72,1,Easy,0,970
73,1,Medium,1,975
74,1,Easy,0,979
75,1,Medium,1,982
76,1,Hard,1,984
77,1,Easy,0,984
78,1,Hard,0,984
79,1,Medium,1,986
80,1,Medium,0,987
81,1,Hard,0,987
82,1,Hard,1,988
83,1,Medium,1,990
84,1,Easy,0,991
85,1,Hard,1,996
86,1,Easy,1,998
87,1,Easy,1,1002
88,1,Hard,0,1002
89,1,Medium,0,1007
90,1,Medium,0,1007
91,1,Hard,1,1008
92,1,Easy,0,1009
93,1,Medium,1,1011
94,1,Hard,0,1012
95,1,Medium,1,1013
96,1,Medium,1,1015
97,1,Medium,0,1019
98,1,Easy,1,1020
99,1,Medium,0,1021
100,1,Hard,1,1021
101,1,Hard,1,1021
102,1,Medium,1,1022
103,1,Easy,0,1023
104,1,Hard,1,1025
105,1,Easy,1,1025
106,1,Easy,1,1025
107,1,Medium,1,1026
108,1,Medium,1,1026
109,1,Easy,1,1027
110,1,Medium,0,1030
111,1,Medium,0,1030
112,1,Medium,1,1032
113,1,Hard,1,1032
114,1,Medium,0,1034
115,1,Hard,0,1038
116,1,Easy,1,1039
117,1,Medium,0,1040
118,1,Hard,0,1046
119,1,Medium,1,1047
120,1,Medium,1,1052
121,1,Medium,1,1053
122,1,Hard,0,1057
123,1,Hard,0,1059
124,1,Hard,1,1062
125,1,Medium,1,1062
126,1,Medium,1,1064
127,1,Medium,1,1064
128,1,Hard,1,1070
129,1,Hard,1,1070
130,1,Hard,1,1071
131,1,Easy,0,1072
132,1,Medium,0,1073
133,1,Hard,0,1073
134,1,Easy,0,1073
135,1,Easy,1,1075
136,1,Hard,1,1077
137,1,Easy,1,1078
138,1,Medium,0,1086
139,1,Easy,0,1089
140,1,Easy,1,1090
141,1,Hard,0,1094
142,1,Easy,0,1095
143,1,Hard,0,1097
144,1,Medium,1,1097
145,1,Easy,0,1098
146,1,Easy,0,1098
147,1,Hard,1,1109
148,1,Easy,1,1111
149,1,Easy,1,1119
150,1,Medium,0,1125
151,1,Easy,1,1174
152,1,Hard,1,1258
153,1,Hard,1,1261
154,1,Easy,1,1267
155,1,Medium,1,1270
156,1,Medium,0,1271
157,1,Hard,0,1272
158,1,Hard,1,1327
159,1,Medium,1,1332
160,1,Easy,1,1339
161,1,Easy,0,1345
162,1,Medium,1,1346
163,1,Hard,1,1347
164,1,Hard,1,1350
165,1,Easy,1,1354
166,1,Hard,1,1355
167,1,Medium,1,1358
168,1,Medium,0,1359
169,1,Hard,0,1360
170,1,Hard,0,1372
171,1,Easy,1,1373
172,1,Medium,0,1382
173,1,Medium,1,1400
174,1,Easy,1,1407
175,1,Hard,1,1412
176,1,Medium,1,1428
177,1,Hard,1,1434
178,1,Hard,1,1437
179,1,Easy,0,1451
180,1,Easy,0,1454
181,1,Hard,1,1457
182,1,Easy,0,1490
183,1,Easy,1,1504
184,1,Easy,1,1515
185,1,Easy,0,1527
186,1,Hard,1,1550
187,1,Hard,1,1553
188,1,Easy,0,1556
189,1,Hard,1,1557
190,1,Easy,1,1563
191,1,Easy,1,1605
192,1,Easy,1,1622
193,1,Medium,0,1625
194,1,Medium,1,1646
195,1,Easy,0,1663
196,1,Easy,0,1680
197,1,Hard,0,1690
198,1,Hard,0,1704
199,1,Medium,1,1708
200,1,Easy,1,1788
201,1,Easy,1,1800
202,1,Hard,1,1997
203,1,Easy,1,2018
204,2,Hard,1,552
205,2,Easy,1,554
206,2,Easy,1,555
207,2,Medium,1,556
208,2,Easy,1,557
209,2,Easy,1,557
210,2,Easy,1,557
211,2,Easy,1,559
212,2,Hard,1,561
213,2,Easy,1,561
214,2,Easy,1,562
215,2,Easy,1,567
216,2,Hard,1,569
217,2,Easy,1,569
218,2,Hard,1,571
219,2,Easy,1,572
220,2,Easy,1,575
221,2,Medium,0,580
222,2,Easy,1,580
223,2,Hard,1,581
224,2,Easy,1,581
225,2,Easy,1,581
226,2,Easy,1,582
227,2,Easy,1,585
228,2,Hard,1,586
229,2,Medium,0,586
230,2,Easy,1,588
231,2,Hard,0,588
232,2,Easy,1,589
233,2,Easy,1,590
234,2,Easy,1,591
235,2,Easy,1,593
236,2,Easy,1,594
237,2,Medium,1,594
238,2,Easy,1,595
239,2,Easy,0,596
240,2,Easy,1,596
241,2,Hard,1,600
242,2,Easy,1,600
243,2,Easy,1,603
244,2,Easy,1,604
245,2,Easy,1,604
246,2,Hard,0,606
247,2,Hard,1,606
248,2,Medium,1,606
249,2,Easy,0,610
250,2,Hard,1,613
251,2,Easy,1,613
252,2,Medium,0,615
253,2,Easy,1,617
254,2,Hard,1,617
255,2,Medium,1,617
256,2,Hard,0,619
257,2,Hard,0,622
258,2,Easy,1,623
259,2,Hard,1,625
260,2,Easy,1,625
261,2,Medium,1,627
262,2,Hard,0,629
263,2,Hard,1,630
264,2,Hard,0,631
265,2,Easy,1,631
266,2,Easy,1,631
267,2,Medium,0,632
268,2,Hard,0,633
269,2,Hard,1,633
270,2,Hard,1,633
271,2,Hard,1,635
272,2,Easy,1,636
273,2,Medium,1,636
274,2,Easy,1,638
275,2,Easy,1,638
276,2,Easy,0,639
277,2,Hard,1,643
278,2,Medium,1,646
279,2,Hard,1,647
280,2,Medium,1,649
281,2,Hard,1,650
282,2,Medium,0,650
283,2,Medium,1,650
284,2,Easy,1,651
285,2,Easy,1,651
286,2,Hard,1,652
287,2,Hard,0,652
288,2,Easy,1,652
289,2,Easy,0,654
290,2,Easy,1,656
291,2,Medium,1,658
292,2,Medium,1,658
293,2,Easy,1,660
294,2,Medium,1,661
295,2,Medium,1,662
296,2,Medium,1,662
297,2,Hard,0,663
298,2,Medium,0,664
299,2,Hard,1,665
300,2,Easy,1,667
301,2,Easy,1,668
302,2,Easy,1,669
303,2,Easy,1,670
304,2,Medium,0,671
305,2,Hard,1,671
306,2,Medium,1,672
307,2,Easy,1,672
308,2,Hard,1,673
309,2,Easy,1,673
310,2,Medium,1,674
311,2,Hard,1,675
312,2,Easy,1,675
313,2,Medium,1,676
314,2,Hard,1,676
315,2,Medium,1,677
316,2,Medium,1,677
317,2,Hard,0,678
318,2,Easy,1,678
319,2,Medium,1,678
320,2,Easy,1,680
321,2,Hard,1,682
322,2,Easy,1,683
323,2,Medium,1,684
324,2,Hard,1,685
325,2,Medium,1,685
326,2,Easy,1,686
327,2,Easy,1,686
328,2,Medium,1,687
329,2,Hard,1,690
330,2,Easy,1,694
331,2,Medium,1,694
332,2,Easy,1,695
333,2,Medium,1,696
334,2,Easy,1,698
335,2,Medium,1,700
336,2,Hard,1,702
337,2,Easy,1,703
338,2,Hard,0,708
339,2,Medium,1,709
340,2,Hard,0,710
341,2,Easy,1,711
342,2,Hard,0,715
343,2,Hard,1,715
344,2,Easy,0,716
345,2,Medium,0,716
346,2,Medium,0,719
347,2,Medium,1,721
348,2,Hard,1,723
349,2,Hard,0,724
350,2,Hard,1,725
351,2,Medium,0,725
352,2,Easy,1,725
353,2,Medium,0,727
354,2,Hard,1,728
355,2,Medium,1,729
356,2,Hard,1,730
357,2,Medium,1,731
358,2,Hard,1,732
359,2,Easy,0,732
360,2,Hard,1,733
361,2,Medium,1,734
362,2,Medium,1,734
363,2,Easy,1,737
364,2,Medium,1,740
365,2,Medium,0,743
366,2,Medium,0,745
367,2,Medium,1,745
368,2,Hard,1,752
369,2,Hard,1,753
370,2,Medium,0,754
371,2,Easy,1,755
372,2,Medium,0,757
373,2,Easy,1,758
374,2,Easy,1,765
375,2,Medium,1,766
376,2,Easy,1,767
377,2,Medium,1,767
378,2,Hard,1,769
379,2,Easy,1,769
380,2,Medium,1,771
381,2,Medium,1,771
382,2,Medium,1,774
383,2,Medium,1,774
384,2,Medium,1,775
385,2,Medium,1,777
386,2,Hard,0,783
387,2,Easy,1,784
388,2,Medium,1,786
389,2,Hard,0,787
390,2,Easy,1,787
391,2,Easy,1,788
392,2,Hard,1,791
393,2,Hard,1,793
394,2,Hard,1,793
395,2,Medium,1,795
396,2,Hard,1,796
397,2,Medium,1,797
398,2,Easy,1,798
399,2,Hard,0,799
400,2,Easy,1,799
401,2,Easy,1,804
402,2,Easy,1,806
403,2,Medium,0,816
404,2,Hard,0,819
405,2,Medium,1,819
406,2,Medium,1,821
407,2,Hard,1,826
408,2,Medium,1,826
409,2,Hard,1,827
410,2,Hard,1,829
411,2,Hard,0,829
412,2,Medium,1,829
413,2,Medium,1,831
414,2,Medium,0,839
415,2,Easy,1,842
416,2,Easy,1,844
417,2,Medium,1,847
418,2,Medium,0,850
419,2,Easy,1,851
420,2,Easy,1,854
421,2,Hard,1,856
422,2,Medium,1,856
423,2,Easy,1,856
424,2,Medium,0,862
425,2,Medium,1,863
426,2,Medium,1,864
427,2,Hard,0,867
428,2,Hard,1,867
429,2,Easy,1,870
430,2,Easy,1,871
431,2,Medium,0,873
432,2,Medium,1,875
433,2,Hard,1,875
434,2,Hard,0,875
435,2,Hard,1,879
436,2,Medium,1,884
437,2,Easy,1,889
438,2,Easy,0,893
439,2,Medium,1,893
440,2,Medium,1,893
441,2,Easy,1,894
442,2,Medium,1,895
443,2,Hard,1,898
444,2,Hard,1,906
445,2,Easy,1,909
446,2,Medium,0,909
447,2,Easy,1,912
448,2,Hard,1,913
449,2,Hard,1,920
450,2,Easy,1,921
451,2,Easy,1,922
452,2,Medium,0,924
453,2,Medium,1,925
454,2,Easy,1,926
455,2,Medium,1,926
456,2,Medium,1,930
457,2,Medium,0,933
458,2,Medium,1,935
459,2,Easy,0,938
460,2,Medium,1,939
461,2,Hard,1,939
462,2,Easy,1,942
463,2,Medium,1,951
464,2,Medium,0,963
465,2,Easy,0,965
466,2,Hard,0,967
467,2,Easy,0,971
468,2,Medium,0,977
469,2,Medium,1,982
470,2,Medium,1,983
471,2,Medium,1,984
472,2,Medium,0,985
473,2,Hard,1,988
474,2,Medium,1,991
475,2,Hard,1,995
476,2,Medium,0,1001
477,2,Easy,1,1004
478,2,Easy,1,1004
479,2,Medium,1,1005
480,2,Medium,1,1007
481,2,Easy,1,1009
482,2,Hard,1,1011
483,2,Hard,0,1012
484,2,Hard,1,1019
485,2,Medium,1,1025
486,2,Easy,0,1041
487,2,Hard,0,1042
488,2,Hard,1,1047
489,2,Hard,1,1055
490,2,Medium,1,1064
491,2,Hard,1,1070
492,2,Easy,1,1072
493,2,Hard,0,1077
494,2,Easy,0,1083
495,2,Medium,0,1103
496,2,Hard,1,1104
497,2,Hard,1,1111
498,2,Hard,1,1115
499,2,Easy,0,1118
500,2,Hard,0,1124
501,2,Medium,0,1127
502,2,Hard,0,1134
503,2,Hard,1,1135
504,2,Hard,0,1137
505,2,Medium,1,1149
506,2,Hard,0,1155
507,2,Hard,1,1161
508,2,Hard,1,1170
509,2,Hard,1,1174
510,2,Hard,0,1191
511,2,Medium,0,1201
512,2,Hard,1,1210
513,2,Hard,0,1220
514,2,Easy,1,1220
515,2,Medium,0,1225
516,2,Hard,1,1251
517,2,Hard,1,1253
518,2,Hard,0,1253
519,2,Hard,0,1253
520,2,Hard,1,1258
521,2,Easy,1,1259
522,2,Hard,0,1281
523,2,Medium,0,1298
524,2,Hard,1,1301
525,2,Medium,1,1308
526,2,Medium,1,1315
527,2,Easy,1,1334
528,2,Easy,1,1349
529,2,Medium,1,1367
530,2,Hard,1,1446
531,2,Easy,1,1446
532,2,Medium,0,1453
533,2,Hard,0,1514
534,2,Easy,1,1606
535,2,Hard,1,1618
536,3,Easy,1,439
537,3,Easy,1,439
538,3,Easy,1,440
539,3,Medium,1,440
540,3,Easy,1,441
541,3,Easy,1,442
542,3,Medium,1,443
543,3,Easy,1,444
544,3,Hard,1,445
545,3,Medium,1,447
546,3,Easy,1,447
547,3,Hard,1,450
548,3,Easy,1,460
549,3,Medium,1,463
550,3,Easy,1,464
551,3,Easy,1,467
552,3,Easy,1,467
553,3,Hard,1,471
554,3,Easy,1,475
555,3,Medium,1,475
556,3,Easy,1,478
557,3,Easy,1,479
558,3,Easy,1,485
559,3,Easy,1,492
560,3,Hard,1,492
561,3,Medium,1,495
562,3,Easy,1,496
563,3,Hard,1,496
564,3,Easy,1,500
565,3,Easy,1,500
566,3,Hard,1,500
567,3,Easy,1,502
568,3,Easy,1,505
569,3,Easy,1,506
570,3,Medium,1,510
571,3,Medium,1,513
572,3,Medium,1,514
573,3,Medium,1,515
574,3,Medium,1,516
575,3,Easy,1,526
576,3,Hard,1,534
577,3,Medium,0,535
578,3,Easy,1,535
579,3,Medium,0,535
580,3,Medium,1,535
581,3,Hard,1,535
582,3,Hard,1,536
583,3,Hard,1,539
584,3,Easy,1,541
585,3,Medium,1,541
586,3,Medium,1,542
587,3,Medium,0,543
588,3,Hard,1,544
589,3,Medium,1,547
590,3,Easy,1,548
591,3,Easy,1,548
592,3,Easy,1,549
593,3,Medium,1,553
594,3,Hard,1,553
595,3,Easy,1,554
596,3,Medium,1,554
597,3,Medium,0,559
598,3,Hard,1,560
599,3,Medium,1,561
600,3,Medium,1,564
601,3,Easy,1,564
602,3,Hard,1,564
603,3,Easy,0,566
604,3,Medium,1,567
605,3,Medium,1,567
606,3,Easy,1,569
607,3,Medium,1,570
608,3,Medium,1,574
609,3,Hard,1,575
610,3,Easy,1,576
611,3,Easy,1,579
612,3,Easy,1,580
613,3,Medium,1,581
614,3,Hard,1,583
615,3,Hard,1,584
616,3,Hard,1,586
617,3,Easy,1,586
618,3,Hard,1,587
619,3,Hard,1,587
620,3,Easy,1,588
621,3,Easy,1,588
622,3,Medium,1,589
623,3,Easy,1,591
624,3,Medium,1,591
625,3,Easy,1,592
626,3,Easy,1,593
627,3,Medium,1,594
628,3,Medium,1,595
629,3,Medium,1,597
630,3,Medium,1,599
631,3,Medium,1,600
632,3,Medium,1,600
633,3,Hard,1,600
634,3,Hard,1,600
635,3,Easy,1,601
636,3,Medium,1,603
637,3,Easy,1,604
638,3,Medium,1,604
639,3,Easy,1,607
640,3,Hard,1,610
641,3,Easy,1,613
642,3,Easy,1,613
643,3,Easy,1,613
644,3,Easy,1,613
645,3,Hard,1,615
646,3,Medium,1,618
647,3,Medium,1,620
648,3,Hard,1,622
649,3,Easy,1,622
650,3,Easy,1,625
651,3,Hard,0,627
652,3,Hard,1,627
653,3,Medium,1,629
654,3,Easy,1,630
655,3,Easy,1,633
656,3,Medium,1,638
657,3,Easy,1,638
658,3,Hard,1,639
659,3,Medium,0,641
660,3,Easy,1,641
661,3,Easy,1,643
662,3,Medium,1,643
663,3,Easy,1,644
664,3,Medium,1,645
665,3,Medium,1,646
666,3,Easy,1,647
667,3,Hard,1,648
668,3,Easy,1,650
669,3,Medium,0,652
670,3,Easy,1,654
671,3,Medium,1,654
672,3,Hard,0,655
673,3,Easy,1,656
674,3,Easy,0,656
675,3,Easy,1,656
676,3,Easy,1,657
677,3,Medium,1,661
678,3,Easy,1,662
679,3,Medium,1,666
680,3,Hard,1,667
681,3,Hard,0,669
682,3,Medium,0,670
683,3,Easy,1,675
684,3,Easy,1,676
685,3,Hard,1,676
686,3,Medium,1,677
687,3,Medium,1,677
688,3,Medium,1,680
689,3,Easy,1,680
690,3,Hard,1,681
691,3,Hard,1,682
692,3,Medium,1,684
693,3,Easy,1,685
694,3,Easy,1,686
695,3,Medium,1,687
696,3,Easy,1,688
697,3,Medium,1,688
698,3,Medium,1,690
699,3,Hard,1,694
700,3,Easy,1,695
701,3,Easy,1,695
702,3,Hard,1,695
703,3,Hard,1,696
704,3,Hard,1,699
705,3,Medium,1,700
706,3,Easy,1,701
707,3,Medium,0,701
708,3,Easy,1,705
709,3,Easy,1,707
710,3,Hard,1,708
711,3,Medium,0,709
712,3,Medium,1,715
713,3,Hard,1,716
714,3,Hard,1,717
715,3,Easy,1,719
716,3,Hard,0,719
717,3,Hard,1,721
718,3,Hard,1,721
719,3,Hard,0,722
720,3,Hard,1,724
721,3,Medium,1,726
722,3,Hard,1,732
723,3,Medium,1,736
724,3,Medium,1,738
725,3,Hard,1,738
726,3,Easy,1,740
727,3,Medium,1,741
728,3,Easy,1,743
729,3,Easy,0,743
730,3,Medium,1,744
731,3,Easy,1,746
732,3,Hard,1,746
733,3,Medium,1,746
734,3,Hard,1,747
735,3,Hard,1,748
736,3,Medium,1,749
737,3,Hard,0,749
738,3,Hard,1,749
739,3,Medium,1,750
740,3,Medium,1,754
741,3,Medium,1,757
742,3,Easy,1,763
743,3,Medium,1,763
744,3,Medium,1,763
745,3,Hard,1,764
746,3,Medium,1,768
747,3,Hard,1,769
748,3,Hard,1,770
749,3,Easy,1,772
750,3,Medium,1,774
751,3,Medium,1,774
752,3,Medium,0,775
753,3,Easy,1,776
754,3,Hard,0,776
755,3,Medium,1,778
756,3,Easy,1,779
757,3,Easy,1,784
758,3,Easy,1,787
759,3,Easy,1,790
760,3,Easy,1,790
761,3,Medium,0,790
762,3,Hard,1,795
763,3,Easy,1,798
764,3,Hard,1,798
765,3,Easy,1,800
766,3,Medium,1,801
767,3,Medium,1,806
768,3,Easy,1,807
769,3,Medium,0,807
770,3,Hard,1,808
771,3,Hard,1,808
772,3,Hard,1,817
773,3,Medium,1,817
774,3,Medium,1,817
775,3,Easy,1,823
776,3,Hard,1,823
777,3,Hard,1,826
778,3,Hard,1,826
779,3,Hard,1,832
780,3,Hard,0,839
781,3,Hard,1,842
782,3,Easy,1,848
783,3,Easy,0,849
784,3,Medium,1,850
785,3,Medium,1,850
786,3,Easy,1,853
787,3,Hard,1,854
788,3,Medium,1,856
789,3,Hard,1,860
790,3,Easy,1,862
791,3,Medium,1,863
792,3,Easy,1,864
793,3,Hard,1,866
794,3,Hard,1,867
795,3,Hard,1,868
796,3,Medium,0,872
797,3,Easy,1,876
798,3,Medium,1,876
799,3,Medium,1,889
800,3,Hard,0,892
801,3,Hard,1,899
802,3,Medium,1,903
803,3,Easy,1,907
804,3,Hard,0,908
805,3,Medium,1,908
806,3,Medium,0,909
807,3,Medium,1,916
808,3,Hard,0,931
809,3,Medium,1,934
810,3,Easy,1,935
811,3,Medium,1,942
812,3,Easy,1,949
813,3,Medium,1,950
814,3,Easy,0,952
815,3,Easy,1,957
816,3,Hard,1,957
817,3,Medium,0,968
818,3,Hard,1,969
819,3,Hard,1,970
820,3,Easy,1,973
821,3,Medium,1,978
822,3,Easy,1,981
823,3,Medium,1,984
824,3,Hard,1,986
825,3,Medium,1,988
826,3,Medium,1,988
827,3,Medium,1,989
828,3,Easy,0,990
829,3,Hard,0,995
830,3,Hard,0,1007
831,3,Hard,1,1008
832,3,Easy,1,1012
833,3,Hard,1,1019
834,3,Hard,0,1030
835,3,Hard,1,1040
836,3,Hard,1,1045
837,3,Hard,0,1055
838,3,Hard,1,1056
839,3,Hard,0,1058
840,3,Hard,0,1061
841,3,Hard,1,1066
842,3,Hard,1,1066
843,3,Hard,1,1067
844,3,Medium,1,1072
845,3,Hard,1,1080
846,3,Medium,0,1088
847,3,Hard,1,1109
848,3,Easy,1,1111
849,3,Hard,0,1122
850,3,Hard,1,1146
851,3,Hard,1,1149
852,3,Medium,1,1153
853,3,Easy,1,1156
854,3,Hard,1,1163
855,3,Hard,1,1163
856,3,Hard,0,1193
857,3,Hard,1,1202
858,3,Medium,0,1209
859,3,Medium,1,1210
860,3,Hard,0,1219
861,3,Hard,1,1231
862,3,Medium,1,1249
863,3,Easy,0,1250
864,3,Hard,1,1252
865,3,Hard,1,1260
866,3,Medium,1,1263
867,3,Medium,1,1280
868,3,Medium,0,1284
869,3,Hard,1,1335
870,3,Medium,1,1336
871,3,Medium,0,1354
872,3,Easy,1,1362
873,3,Hard,1,1439
874,3,Medium,0,1474
875,3,Medium,1,1478
876,3,Easy,0,1484
877,3,Hard,1,1518
878,3,Hard,1,1529
879,3,Hard,1,1589
880,3,Hard,0,1618
881,3,Easy,1,1619
882,3,Easy,1,1630
883,3,Hard,0,1648
884,3,Hard,0,1661
885,3,Easy,1,1663
886,3,Hard,0,1906
887,3,Hard,0,2004
888,4,Medium,1,461
889,4,Medium,1,461
890,4,Easy,1,466
891,4,Easy,1,470
892,4,Easy,1,478
893,4,Easy,1,480
894,4,Medium,1,485
895,4,Easy,1,488
896,4,Easy,1,491
897,4,Medium,1,492
898,4,Easy,1,493
899,4,Medium,1,503
900,4,Medium,1,507
901,4,Easy,1,507
902,4,Easy,1,510
903,4,Easy,1,512
904,4,Easy,1,513
905,4,Medium,1,514
906,4,Medium,1,515
907,4,Easy,1,517
908,4,Medium,1,517
909,4,Medium,1,521
910,4,Easy,1,521
911,4,Easy,1,522
912,4,Easy,1,522
913,4,Easy,1,522
914,4,Easy,1,524
915,4,Hard,1,524
916,4,Easy,1,530
917,4,Easy,1,531
918,4,Easy,1,532
919,4,Easy,1,533
920,4,Hard,0,534
921,4,Easy,1,534
922,4,Easy,1,534
923,4,Medium,1,535
924,4,Medium,1,541
925,4,Easy,1,541
926,4,Easy,1,541
927,4,Easy,1,543
928,4,Easy,1,545
929,4,Hard,1,546
930,4,Easy,1,553
931,4,Medium,1,553
932,4,Easy,1,554
933,4,Medium,0,554
934,4,Medium,0,554
935,4,Easy,1,555
936,4,Medium,1,557
937,4,Medium,1,559
938,4,Easy,1,559
939,4,Medium,1,560
940,4,Hard,1,560
941,4,Easy,1,560
942,4,Medium,1,562
943,4,Easy,1,562
944,4,Easy,1,562
945,4,Hard,1,562
946,4,Easy,1,564
947,4,Medium,1,564
948,4,Medium,1,565
949,4,Easy,1,565
950,4,Easy,1,566
951,4,Medium,1,568
952,4,Medium,1,568
953,4,Easy,1,569
954,4,Medium,1,572
955,4,Easy,1,572
956,4,Easy,1,573
957,4,Hard,1,575
958,4,Easy,1,580
959,4,Hard,1,581
960,4,Hard,0,582
961,4,Medium,0,584
962,4,Medium,1,584
963,4,Easy,1,584
964,4,Easy,1,585
965,4,Medium,1,586
966,4,Hard,1,589
967,4,Easy,1,589
968,4,Medium,0,590
969,4,Medium,1,591
970,4,Easy,1,593
971,4,Easy,1,594
972,4,Easy,1,595
973,4,Hard,1,599
974,4,Easy,1,599
975,4,Easy,1,600
976,4,Easy,1,600
977,4,Easy,1,602
978,4,Medium,1,605
979,4,Easy,1,608
980,4,Easy,1,608
981,4,Easy,1,608
982,4,Medium,1,609
983,4,Easy,1,609
984,4,Easy,1,609
985,4,Easy,1,609
986,4,Easy,1,612
987,4,Hard,1,612
988,4,Medium,1,613
989,4,Easy,1,614
990,4,Medium,1,614
991,4,Easy,1,615
992,4,Easy,1,615
993,4,Hard,1,615
994,4,Easy,1,615
995,4,Medium,1,616
996,4,Hard,1,617
997,4,Medium,1,618
998,4,Medium,1,619
999,4,Medium,1,619
1000,4,Hard,0,620
1001,4,Medium,1,620
1002,4,Medium,1,622
1003,4,Hard,0,622
1004,4,Hard,1,624
1005,4,Easy,1,625
1006,4,Medium,1,626
1007,4,Easy,1,626
1008,4,Hard,0,626
1009,4,Medium,1,628
1010,4,Easy,1,628
1011,4,Easy,1,631
1012,4,Easy,1,631
1013,4,Medium,0,632
1014,4,Easy,1,633
1015,4,Hard,0,633
1016,4,Hard,1,634
1017,4,Easy,1,634
1018,4,Easy,1,636
1019,4,Medium,1,637
1020,4,Medium,1,637
1021,4,Hard,1,638
1022,4,Hard,1,639
1023,4,Medium,1,640
1024,4,Easy,1,643
1025,4,Easy,1,643
1026,4,Easy,1,643
1027,4,Medium,1,644
1028,4,Hard,1,644
1029,4,Hard,1,644
1030,4,Easy,1,644
1031,4,Medium,1,644
1032,4,Easy,1,645
1033,4,Hard,1,648
1034,4,Easy,1,648
1035,4,Medium,1,649
1036,4,Medium,1,650
1037,4,Hard,1,650
1038,4,Easy,1,650
1039,4,Hard,1,651
1040,4,Medium,1,651
1041,4,Hard,0,656
1042,4,Easy,1,656
1043,4,Easy,1,656
1044,4,Medium,1,657
1045,4,Hard,1,657
1046,4,Medium,1,659
1047,4,Hard,0,659
1048,4,Easy,1,659
1049,4,Easy,1,659
1050,4,Medium,1,661
1051,4,Easy,1,661
1052,4,Hard,1,662
1053,4,Hard,1,663
1054,4,Easy,1,663
1055,4,Medium,1,665
1056,4,Medium,1,665
1057,4,Medium,1,665
1058,4,Medium,1,665
1059,4,Easy,1,666
1060,4,Medium,1,666
1061,4,Hard,1,667
1062,4,Hard,1,668
1063,4,Medium,1,669
1064,4,Easy,1,669
1065,4,Easy,1,670
1066,4,Medium,1,671
1067,4,Medium,1,672
1068,4,Medium,0,673
1069,4,Medium,1,674
1070,4,Easy,1,674
1071,4,Easy,1,676
1072,4,Easy,1,676
1073,4,Easy,1,677
1074,4,Medium,1,679
1075,4,Easy,1,682
1076,4,Hard,1,683
1077,4,Hard,1,685
1078,4,Medium,1,687
1079,4,Hard,0,688
1080,4,Hard,1,688
1081,4,Easy,1,688
1082,4,Easy,1,689
1083,4,Medium,1,690
1084,4,Hard,1,690
1085,4,Easy,1,692
1086,4,Medium,0,692
1087,4,Medium,1,695
1088,4,Easy,1,695
1089,4,Hard,1,696
1090,4,Medium,1,700
1091,4,Hard,1,701
1092,4,Medium,0,701
1093,4,Medium,0,702
1094,4,Medium,1,703
1095,4,Easy,1,703
1096,4,Hard,1,705
1097,4,Hard,1,706
1098,4,Easy,1,706
1099,4,Medium,1,708
1100,4,Medium,1,713
1101,4,Medium,1,713
1102,4,Medium,1,715
1103,4,Medium,1,718
1104,4,Hard,1,720
1105,4,Medium,1,728
1106,4,Medium,1,729
1107,4,Easy,1,729
1108,4,Hard,1,730
1109,4,Medium,1,730
1110,4,Hard,1,731
1111,4,Hard,1,737
1112,4,Medium,1,740
1113,4,Easy,0,741
1114,4,Medium,1,742
1115,4,Hard,1,745
1116,4,Medium,1,746
1117,4,Hard,1,746
1118,4,Medium,1,747
1119,4,Easy,1,750
1120,4,Hard,1,753
1121,4,Medium,1,754
1122,4,Medium,1,755
1123,4,Medium,1,757
1124,4,Medium,1,758
1125,4,Hard,0,760
1126,4,Medium,1,766
1127,4,Easy,1,768
1128,4,Easy,1,769
1129,4,Hard,1,773
1130,4,Hard,1,773
1131,4,Hard,0,781
1132,4,Medium,0,784
1133,4,Hard,1,786
